Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_623111_1 # 1 # 771 # 1 # ID=2482190_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.643	AEX49906.1	gb|AEX49906.1|basS [Pseudomonas aeruginosa]	JQ340365.1	pmrB	NA	AEX49906.1
k141_3034433_1 # 2 # 307 # 1 # ID=2482195_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.317	AAB64408.1	gb|AAB64408.1|mreA [Streptococcus agalactiae]	U92073.1	mreA	NA	AAB64408.1
k141_3122778_2 # 727 # 825 # 1 # ID=2482900_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	AAF27726.1	gb|AAF27726.1|cmlA4 [Klebsiella pneumoniae]	AF156486.1	cmlA4	NA	AAF27726.1
k141_2408811_1 # 3 # 308 # -1 # ID=2483429_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.696	CAJ77855.1	gb|CAJ77855.1|adeH [Acinetobacter baumannii AYE]	CT025802.2	NA	29_170	CAJ77855.1
k141_2321280_1 # 2 # 70 # -1 # ID=2483444_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.261	CAJ77856.1	gb|CAJ77856.1|adeF [Acinetobacter baumannii AYE]	CT025801.2	NA	29_167	CAJ77856.1
k141_445222_1 # 1 # 423 # 1 # ID=2483910_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.534	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_2408841_1 # 1 # 282 # 1 # ID=2484121_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_1426447_1 # 1 # 489 # -1 # ID=2484196_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.552	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_1605829_2 # 215 # 316 # 1 # ID=2484269_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.402	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_1785756_2 # 313 # 372 # 1 # ID=2484275_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.383	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_801914_2 # 187 # 258 # 1 # ID=2484341_2;partial=01;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=11bp;gc_cont=0.250	CAA42594.1	gb|CAA42594.1|Streptomyces lividans cmlR [Streptomyces lividans 1326]	X59968.1	cml	NA	CAA42594.1
k141_1160790_2 # 348 # 524 # 1 # ID=2484493_2;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.492	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_2766610_1 # 2 # 82 # -1 # ID=2484504_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	AAR96051.1	gb|AAR96051.1|otr(C) [Streptomyces rimosus]	AY509111.1	otrC	NA	AAR96051.1
k141_1426473_1 # 3 # 65 # -1 # ID=2484789_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.254	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_1785808_1 # 3 # 65 # -1 # ID=2485285_1;partial=10;start_type=ATG;rbs_motif=TTAA;rbs_spacer=13bp;gc_cont=0.365	ANZ79240.1	gb|ANZ79240.1|tetA(60) [uncultured bacterium]	KX000272.1	tetA(60)	NA	ANZ79240.1
k141_1785814_1 # 3 # 389 # 1 # ID=2485376_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.623	AAA26793.1	gb|AAA26793.1|oleC [Streptomyces antibioticus]	L06249.1	oleC-ORF4	NA	AAA26793.1
k141_978856_1 # 3 # 671 # -1 # ID=2485591_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.553	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_3122926_1 # 2 # 415 # -1 # ID=2485893_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.372	ABS43151.1	gb|ABS43151.1|cmeB [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeB	JJD26997_1591	ABS43151.1
k141_1962975_1 # 3 # 152 # -1 # ID=2485996_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.447	CAH14032.1	gb|CAH14032.1|LpeA [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2879	CAH14032.1
k141_889483_1 # 1 # 657 # -1 # ID=2486054_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.285	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_1426542_1 # 3 # 605 # 1 # ID=2486450_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.599	AAG05915.1	gb|AAG05915.1|MuxB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2527	AAG05915.1
k141_1694155_1 # 1 # 90 # -1 # ID=2486677_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_1249643_1 # 1 # 369 # -1 # ID=2486696_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.694	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1249644_1 # 2 # 424 # 1 # ID=2486714_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.376	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_1070277_1 # 3 # 785 # 1 # ID=2486842_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.660	AAB58161.1	gb|AAB58161.1|ceoB [Burkholderia cepacia]	U97042.1	ceoB	NA	AAB58161.1
k141_1605919_1 # 2 # 226 # 1 # ID=2487790_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.596	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_802015_1 # 2 # 535 # -1 # ID=2487931_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.369	AAB41956.1	gb|AAB41956.1|MexC [Pseudomonas aeruginosa]	U57969.1	mexC	NA	AAB41956.1
k141_2766752_1 # 3 # 245 # -1 # ID=2487988_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_978946_1 # 1 # 315 # 1 # ID=2487989_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	AFH35853.1	gb|AFH35853.1|Escherichia coli mdfA [Escherichia coli]	JQ394987.1	mdfA	NA	AFH35853.1
k141_978954_1 # 3 # 260 # -1 # ID=2488149_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.453	AFH35853.1	gb|AFH35853.1|Escherichia coli mdfA [Escherichia coli]	JQ394987.1	mdfA	NA	AFH35853.1
k141_2678861_1 # 3 # 233 # -1 # ID=2488315_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.481	WP_104671188.1	gb|WP_104671188.1|efrA [Enterococcus faecalis]	NZ_PTWF01000025.1	efrA	CUM78_RS05955	WP_104671188.1
k141_1605932_1 # 1 # 243 # -1 # ID=2488343_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_623279_1 # 2 # 346 # 1 # ID=2488497_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.597	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_1694253_1 # 3 # 1049 # -1 # ID=2488755_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.483	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_2053668_2 # 341 # 580 # 1 # ID=2488892_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_2678898_1 # 3 # 293 # -1 # ID=2489001_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.375	WP_104671188.1	gb|WP_104671188.1|efrA [Enterococcus faecalis]	NZ_PTWF01000025.1	efrA	CUM78_RS05955	WP_104671188.1
k141_1070320_1 # 1 # 609 # 1 # ID=2489042_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.558	ACN32294.1	gb|ACN32294.1|TolC [Escherichia coli]	FJ768952.1	tolC	NA	ACN32294.1
k141_2142425_1 # 2 # 490 # -1 # ID=2489445_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.370	ABO11759.2	gb|ABO11759.2|Acinetobacter baumannii AbaF [Acinetobacter baumannii ATCC 17978]	CP000521.1	NA	A1S_1331	ABO11759.2
k141_1070339_1 # 2 # 751 # -1 # ID=2489588_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.664	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_2855742_1 # 1 # 267 # -1 # ID=2489594_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.472	CAH14032.1	gb|CAH14032.1|LpeA [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2879	CAH14032.1
k141_1426674_1 # 2 # 100 # -1 # ID=2489659_1;partial=10;start_type=ATG;rbs_motif=GGTG;rbs_spacer=7bp;gc_cont=0.475	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_2943363_1 # 1 # 453 # -1 # ID=2489832_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.278	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_1963108_2 # 263 # 364 # 1 # ID=2489905_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.206	AAX14803.1	gb|AAX14803.1|adeK [Acinetobacter baumannii]	AY769962.1	adeK	NA	AAX14803.1
k141_1160947_1 # 2 # 76 # -1 # ID=2490065_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.587	AAG03380.1	gb|AAG03380.1|cmx [Corynebacterium striatum]	AF024666.2	cmxB	NA	AAG03380.1
k141_2321468_1 # 2 # 313 # 1 # ID=2490078_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.641	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_534178_1 # 1 # 282 # -1 # ID=2490108_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.691	AAD08227.1	gb|AAD08227.1|hp1181 [Helicobacter pylori 26695]	AE000511.1	NA	HP_1181	AAD08227.1
k141_87157_1 # 209 # 310 # 1 # ID=2490225_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.637	AAC60780.1	gb|AAC60780.1|rosB [Yersinia enterocolitica (type O:8)]	U46859.1	rosB	NA	AAC60780.1
k141_534188_1 # 3 # 236 # -1 # ID=2490354_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.679	AAD08227.1	gb|AAD08227.1|hp1181 [Helicobacter pylori 26695]	AE000511.1	NA	HP_1181	AAD08227.1
k141_2229782_1 # 1 # 624 # -1 # ID=2490542_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=11-12bp;gc_cont=0.277	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_712464_1 # 1 # 168 # -1 # ID=2490571_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.381	AFK58562.1	gb|AFK58562.1|Enterococcus faecium liaR mutant conferring daptomycin resistance [Enterococcus faecium DO]	CP003583.1	NA	HMPREF0351_10938	AFK58562.1
k141_353940_1 # 1 # 312 # 1 # ID=2490822_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.631	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_2943436_2 # 479 # 553 # 1 # ID=2491444_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.627	AAP43110.2	gb|AAP43110.2|oqxB [Escherichia coli]	EU370913.1	oqxB	pOLA52_67	AAP43110.2
k141_623374_1 # 2 # 76 # -1 # ID=2491754_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.373	AAA22277.1	gb|AAA22277.1|bmr [Bacillus subtilis]	M33768.1	NA	NA	AAA22277.1
k141_2943451_2 # 256 # 318 # 1 # ID=2491854_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.302	BAM10414.1	gb|BAM10414.1|OprA [Pseudomonas aeruginosa]	AB639410.1	oprA	NA	BAM10414.1
k141_889730_1 # 2 # 385 # 1 # ID=2491889_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.286	CYF42523.1	gb|CYF42523.1|kdpD [Staphylococcus aureus]	FHDU01000010.1	kdpD	ERS073883_01763	CYF42523.1
k141_87218_1 # 3 # 371 # -1 # ID=2491913_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.577	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_1337311_1 # 2 # 400 # 1 # ID=2492223_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.516	AYV52072.1	gb|AYV52072.1|lmrD [Lactococcus lactis]	CP033607.1	NA	EFV54_01690	AYV52072.1
k141_1606071_1 # 3 # 344 # -1 # ID=2492565_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	VWQ04088.1	gb|VWQ04088.1|mlaF [Escherichia coli]	LR730402.1	mlaF	ECOLIKI683_04083	VWQ04088.1
k141_979127_1 # 3 # 383 # -1 # ID=2492615_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.496	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_87248_1 # 176 # 280 # 1 # ID=2492624_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.457	BAB43261.1	gb|BAB43261.1|sdrM [Staphylococcus aureus subsp. aureus N315]	BA000018.3	SA1972	NA	BAB43261.1
k141_2142543_1 # 2 # 403 # 1 # ID=2492645_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.512	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_176009_1 # 1 # 213 # -1 # ID=2493026_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.469	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_889775_1 # 3 # 206 # -1 # ID=2493046_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.583	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_1070472_1 # 1 # 573 # -1 # ID=2493066_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.386	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_3034898_1 # 3 # 386 # 1 # ID=2493103_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.305	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_1426785_1 # 208 # 393 # 1 # ID=2493111_1;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.570	AAP43110.2	gb|AAP43110.2|oqxB [Escherichia coli]	EU370913.1	oqxB	pOLA52_67	AAP43110.2
k141_176020_1 # 1 # 318 # -1 # ID=2493242_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.462	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_176023_1 # 2 # 313 # -1 # ID=2493295_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.417	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_2943526_1 # 3 # 68 # -1 # ID=2493502_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.409	AAW38464.1	gb|AAW38464.1|Staphylococcus aureus LmrS [Staphylococcus aureus subsp. aureus COL]	CP000046.1	NA	SACOL2157	AAW38464.1
k141_1786092_1 # 3 # 536 # 1 # ID=2493524_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.695	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_87291_1 # 3 # 365 # 1 # ID=2493530_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_3034938_1 # 1 # 336 # -1 # ID=2493906_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.440	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_2321597_2 # 236 # 349 # 1 # ID=2494011_2;partial=01;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.526	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_2855941_2 # 624 # 713 # 1 # ID=2494222_2;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;gc_cont=0.289	ANZ79240.1	gb|ANZ79240.1|tetA(60) [uncultured bacterium]	KX000272.1	tetA(60)	NA	ANZ79240.1
k141_2767004_1 # 1 # 639 # -1 # ID=2494310_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.624	AAF40764.1	gb|AAF40764.1|farB [Neisseria meningitidis MC58]	AE002098.2	farB	NMB0319	AAF40764.1
k141_267222_1 # 2 # 199 # 1 # ID=2495030_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_1606190_1 # 3 # 242 # -1 # ID=2495099_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.704	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_1874850_1 # 1 # 249 # 1 # ID=2495156_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.683	AAB41958.1	gb|AAB41958.1|OprJ [Pseudomonas aeruginosa]	U57969.1	oprJ	NA	AAB41958.1
k141_1694487_1 # 2 # 178 # -1 # ID=2495589_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.294	AFK58562.1	gb|AFK58562.1|Enterococcus faecium liaR mutant conferring daptomycin resistance [Enterococcus faecium DO]	CP003583.1	NA	HMPREF0351_10938	AFK58562.1
k141_534436_1 # 2 # 304 # -1 # ID=2495736_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.673	AAC75137.1	gb|AAC75137.1|mdtC [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtC	b2076	AAC75137.1
k141_2679138_1 # 2 # 370 # 1 # ID=2495807_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.472	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_2142668_1 # 1 # 162 # -1 # ID=2495851_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	BAO79432.1	gb|BAO79432.1|cmeC [Campylobacter jejuni subsp. jejuni]	AB894099.1	cmeC	NA	BAO79432.1
k141_1694492_1 # 3 # 437 # -1 # ID=2495874_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393	ABO11759.2	gb|ABO11759.2|Acinetobacter baumannii AbaF [Acinetobacter baumannii ATCC 17978]	CP000521.1	NA	A1S_1331	ABO11759.2
k141_87430_1 # 503 # 610 # 1 # ID=2496081_1;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.694	AAC73565.1	gb|AAC73565.1|Escherichia coli acrA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrA	b0463	AAC73565.1
k141_2943625_2 # 110 # 229 # 1 # ID=2496102_2;partial=01;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.550	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1963346_1 # 1 # 339 # -1 # ID=2496225_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.581	CAH14033.1	gb|CAH14033.1|LpeB [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2880	CAH14033.1
k141_712691_1 # 212 # 337 # 1 # ID=2496447_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.500	CAH14033.1	gb|CAH14033.1|LpeB [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2880	CAH14033.1
k141_1874913_1 # 2 # 499 # 1 # ID=2496497_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.456	ALX99516.1	gb|ALX99516.1|adeC [Acinetobacter baumannii]	CP013924.1	NA	KBNAB1_1977	ALX99516.1
k141_2409399_1 # 3 # 83 # -1 # ID=2496902_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.494	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_267322_1 # 195 # 308 # 1 # ID=2497244_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.456	AAC76539.1	gb|AAC76539.1|mdtF [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtF	b3514	AAC76539.1
k141_802323_2 # 321 # 401 # 1 # ID=2497992_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.765	CAC14596.1	gb|CAC14596.1|smeF [Stenotrophomonas maltophilia]	AJ252200.1	smeF	NA	CAC14596.1
k141_2856128_2 # 337 # 444 # 1 # ID=2498066_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.593	AAB58161.1	gb|AAB58161.1|ceoB [Burkholderia cepacia]	U97042.1	ceoB	NA	AAB58161.1
k141_2679224_1 # 360 # 449 # 1 # ID=2498100_1;partial=01;start_type=ATG;rbs_motif=AGGTG;rbs_spacer=10bp;gc_cont=0.500	AAL14440.1	gb|AAL14440.1|adeB [Acinetobacter baumannii]	AF370885.1	adeB	NA	AAL14440.1
k141_1070698_1 # 124 # 399 # 1 # ID=2498360_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.649	AAF42062.1	gb|AAF42062.1|mtrD [Neisseria meningitidis MC58]	AE002098.2	mtrD	NMB1715	AAF42062.1
k141_2767191_1 # 1 # 468 # -1 # ID=2498421_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.611	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_2856144_1 # 2 # 406 # 1 # ID=2498477_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.314	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_2321763_1 # 1 # 72 # -1 # ID=2498518_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.431	ALV80601.1	gb|ALV80601.1|bcr-1 [Pseudomonas aeruginosa]	CP012901.1	bcr_2	AOY09_05580	ALV80601.1
k141_1337567_1 # 1 # 273 # 1 # ID=2498635_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.469	ACJ41739.1	gb|ACJ41739.1|adeI [Acinetobacter baumannii AB0057]	CP001182.2	NA	AB57_3156	ACJ41739.1
k141_534530_1 # 394 # 474 # 1 # ID=2498779_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.617	AAL14440.1	gb|AAL14440.1|adeB [Acinetobacter baumannii]	AF370885.1	adeB	NA	AAL14440.1
