user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.211	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.8%)
binning_output.212	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__JALRLI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__JALRLI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	32.75	11	0.9391	N/A
binning_output.213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	34.58	11	0.90668	Genome has more than 17.5% of markers with multiple hits
binning_output.214	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__RGAU01;s__RGAU01 sp030433075	GCA_030433075.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__RGAU01;s__RGAU01 sp030433075	95.91	0.687	GCA_030433075.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__RGAU01;s__RGAU01 sp030433075	95.91	0.687	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__RGAU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030828335.1, s__RGAU01 sp030828335, 95.0, 90.92, 0.532; GCA_009919975.1, s__RGAU01 sp009919975, 95.0, 90.83, 0.448; GCA_016779385.1, s__RGAU01 sp016779385, 95.0, 89.74, 0.454	59.03	11	N/A	N/A
binning_output.215	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__JAGOEH01;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree	N/A	12.25	11	0.33277	Genome domain questionable ( 14.2% Bacterial, 9.4% Archaeal)
binning_output.216	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	12.21	11	0.98473	N/A
binning_output.217	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp022425445	GCA_022425445.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp022425445	95.5	0.561	GCA_022425445.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp022425445	95.5	0.561	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000738435.1, s__Planktomarina temperata, 95.0, 94.4, 0.393; GCA_030704425.1, s__Planktomarina sp030704425, 95.0, 93.68, 0.372; GCA_943788425.1, s__Planktomarina sp943788425, 95.0, 92.81, 0.444; GCA_905181815.1, s__Planktomarina sp905181815, 95.0, 90.04, 0.388; GCA_016780825.1, s__Planktomarina sp016780825, 95.0, 89.44, 0.395; GCA_913041815.1, s__Planktomarina sp002683685, 95.0, 89.38, 0.343	28.34	11	N/A	Genome has more than 29.2% of markers with multiple hits
binning_output.218	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.72	11	0.84755	Genome has more than 12.5% of markers with multiple hits
binning_output.219	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp030829675	GCA_030829675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp030829675	96.18	0.581	GCA_030829675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp030829675	96.18	0.581	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937942085.1, s__UBA10364 sp937942085, 95.0, 93.09, 0.32; GCA_022424815.1, s__UBA10364 sp022424815, 95.0, 91.55, 0.44; GCA_002378005.1, s__UBA10364 sp002378005, 95.0, 89.63, 0.442; GCA_003445735.1, s__UBA10364 sp003445735, 95.0, 88.26, 0.322; GCA_003455605.1, s__UBA10364 sp003455605, 95.0, 87.15, 0.263	31.44	11	N/A	Genome has more than 20.0% of markers with multiple hits
binning_output.220	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
binning_output.221	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.17	11	0.88984	Genome has more than 34.2% of markers with multiple hits
binning_output.222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	18.45	11	0.89468	Genome has more than 35.0% of markers with multiple hits
binning_output.223	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.77	11	0.96395	Genome has more than 15.8% of markers with multiple hits
binning_output.224	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.19	11	1.0	Genome domain questionable ( 11.7% Bacterial, 3.8% Archaeal)
binning_output.225	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium amurskyense	GCF_001050135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium amurskyense	97.47	0.551	GCF_001050135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium amurskyense	97.47	0.551	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000427295.1, s__Cyclobacterium qasimii, 95.0, 87.25, 0.296	29.31	11	N/A	Genome has more than 28.3% of markers with multiple hits
binning_output.226	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002323895	GCA_002323895.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002323895	98.25	0.753	GCA_002323895.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002323895	98.25	0.753	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949372665.1, s__SW10 sp905181965, 95.0, 93.15, 0.598; GCA_022424905.1, s__SW10 sp022424905, 95.0, 92.57, 0.559; GCA_949373085.1, s__SW10 sp949373085, 95.0, 90.04, 0.488; GCA_002420315.1, s__SW10 sp002420315, 95.0, 90.0, 0.438; GCA_029242935.1, s__SW10 sp029242935, 95.0, 88.37, 0.36	62.05	11	N/A	Genome has more than 19.2% of markers with multiple hits
binning_output.227	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
binning_output.228	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	23.32	11	0.96373	Genome has more than 16.7% of markers with multiple hits
binning_output.229	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.4	11	0.7617	Genome has more than 10.0% of markers with multiple hits
binning_output.230	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.25	11	0.84877	Genome has more than 22.5% of markers with multiple hits
binning_output.231	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.68	11	0.40178	classification restricted to valid phylum
binning_output.232	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	21.61	11	0.89604	Genome has more than 18.3% of markers with multiple hits
binning_output.233	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CTSOIL-112;s__CTSOIL-112 sp017986195	GCA_017986195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CTSOIL-112;s__CTSOIL-112 sp017986195	97.56	0.786	GCA_017986195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CTSOIL-112;s__CTSOIL-112 sp017986195	97.56	0.786	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CTSOIL-112;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018261955.1, s__CTSOIL-112 sp018261955, 95.0, 89.29, 0.458; GCA_021287185.1, s__CTSOIL-112 sp021287185, 95.0, 88.88, 0.442	78.83	11	N/A	N/A
binning_output.234	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	N/A	N/A	N/A	N/A	N/A	GCA_002700775.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002700775	97.89	0.417	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_913048385.1, s__UBA9145 sp913048385, 95.0, 85.19, 0.157	38.07	11	0.98089	Genome has more than 17.5% of markers with multiple hits
binning_output.235	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	N/A	N/A	N/A	N/A	N/A	GCA_029248745.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__GCA-002733105 sp029248745	99.09	0.209	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	23.93	11	0.99261	Genome has more than 20.0% of markers with multiple hits
binning_output.236	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA6165;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA6165;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.22	11	0.87955	Genome domain questionable ( 12.5% Bacterial, 5.7% Archaeal)
binning_output.237	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.7	11	0.98532	N/A
binning_output.238	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	11.26	11	0.42465	Genome has more than 16.7% of markers with multiple hits;Genome domain questionable ( 14.2% Bacterial, 7.5% Archaeal)
binning_output.239	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.64	11	0.74316	N/A
binning_output.240	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.2%)
binning_output.241	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.89	11	0.45789	Genome has more than 11.7% of markers with multiple hits
binning_output.242	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	31.38	11	0.99494	Genome has more than 15.0% of markers with multiple hits
binning_output.243	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
binning_output.244	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.21	0.648	GCF_000026225.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii	93.51	0.407	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000194175.1, s__Escherichia coli_F, 95.0, 96.09, 0.656; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.73, 0.53; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.57, 0.552; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 93.5, 0.551; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.37, 0.558; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.77, 0.529; GCF_014836715.1, s__Escherichia whittamii, 95.0, 92.32, 0.533; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.45, 0.488; GCF_000759775.1, s__Escherichia albertii, 95.0, 91.15, 0.431	48.68	11	N/A	Genome has more than 16.7% of markers with multiple hits
binning_output.245	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.29	11	0.86242	Genome has more than 20.8% of markers with multiple hits
binning_output.246	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001643305.1, s__Aeromonas salmonicida, 95.0, 95.45, 0.304; GCF_000819685.1, s__Aeromonas allosaccharophila, 95.0, 94.4, 0.269; GCF_000820225.1, s__Aeromonas veronii, 95.0, 94.2, 0.261; GCF_019048265.1, s__Aeromonas veronii_A, 95.0, 93.5, 0.229; GCF_000764645.1, s__Aeromonas finlandensis, 95.0, 93.04, 0.223; GCA_945957575.1, s__Aeromonas sp945957575, 95.0, 93.04, 0.175; GCF_000819725.1, s__Aeromonas australiensis, 95.0, 92.88, 0.193; GCF_010974825.1, s__Aeromonas rivipollensis, 95.0, 92.64, 0.186; GCF_000819885.1, s__Aeromonas fluvialis, 95.0, 92.56, 0.177; GCF_000819985.1, s__Aeromonas media, 95.0, 92.29, 0.167; GCF_000820145.1, s__Aeromonas sobria, 95.0, 92.18, 0.203; GCF_023093515.1, s__Aeromonas sp023093515, 95.0, 92.0, 0.183; GCF_006243315.1, s__Aeromonas sobria_A, 95.0, 91.79, 0.194; GCF_000820005.1, s__Aeromonas piscicola, 95.26, 91.75, 0.227; GCF_000819745.1, s__Aeromonas bestiarum, 95.0, 91.32, 0.218; GCF_000764665.1, s__Aeromonas lacus, 95.0, 91.11, 0.16; GCF_000819955.1, s__Aeromonas jandaei, 95.64, 90.83, 0.158; GCF_000820025.1, s__Aeromonas popoffii, 95.0, 90.6, 0.168; GCF_000820305.1, s__Aeromonas dhakensis, 95.0, 90.52, 0.166; GCF_000014805.1, s__Aeromonas hydrophila, 95.0, 90.51, 0.173	11.14	11	0.97493	N/A
binning_output.247	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.33	11	0.98046	N/A
binning_output.248	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
binning_output.249	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__Pseudotabrizicola sp025458085	GCA_025458085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__Pseudotabrizicola sp025458085	98.58	0.579	GCA_025458085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__Pseudotabrizicola sp025458085	98.58	0.579	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	31.56	11	N/A	Genome has more than 30.8% of markers with multiple hits
binning_output.250	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
binning_output.251	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	26.3	11	0.96624	Genome has more than 20.0% of markers with multiple hits
binning_output.252	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
binning_output.253	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	classification based on placement in backbone tree	N/A	11.22	11	0.24999	N/A
binning_output.254	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.2%)
binning_output.255	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	28.72	11	0.97807	Genome has more than 15.0% of markers with multiple hits
binning_output.256	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_026230195.1, s__Luminiphilus aquimaris, 95.0, 93.37, 0.152; GCA_029251065.1, s__Luminiphilus sp029251065, 95.0, 91.63, 0.289; GCA_018666295.1, s__Luminiphilus sp018666295, 95.0, 91.52, 0.347; GCA_943789245.1, s__Luminiphilus sp002390485, 95.0, 91.11, 0.403	26.93	11	0.98517	N/A
binning_output.257	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Algicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Algicoccus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	38.31	11	0.97984	Genome has more than 34.2% of markers with multiple hits
binning_output.258	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
binning_output.259	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
binning_output.260	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__SAT41;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__SAT41;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	18.47	11	0.77286	Genome has more than 10.0% of markers with multiple hits;backbone tree has incongruent class classification
