Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_1316054_1 # 2 # 379 # 1 # ID=1876828_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.421	WP_204376227.1	gb|WP_204376227.1|GMB-1 [Citrobacter freundii]	NG_073463.1	blaGMB	A7J11_07032	WP_204376227.1
k141_2834582_2 # 506 # 676 # 1 # ID=1876982_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.351	WP_109545042.1	gb|WP_109545042.1|ORR-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBQTPF010000002.1	NA	ACT4R9_RS01650	WP_109545042.1
k141_2479143_1 # 1 # 69 # -1 # ID=1877531_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.464	QWA20204.1	gb|QWA20204.1|OXA-1004 [Acinetobacter courvalinii]	MZ265757.1	blaOXA	NA	QWA20204.1
k141_2567405_1 # 1 # 297 # -1 # ID=1878366_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.684	CAA62365.1	gb|CAA62365.1|APH(3')-IIb [Pseudomonas aeruginosa]	X90856.1	aph(3')IIps	NA	CAA62365.1
k141_1764482_2 # 201 # 317 # 1 # ID=1878868_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.402	CAJ47128.2	gb|CAJ47128.2|SHV-73 [Klebsiella pneumoniae]	AM176548.2	blaSHV-73	NA	CAJ47128.2
k141_2834646_1 # 2 # 283 # -1 # ID=1878945_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.337	AEM66528.1	gb|AEM66528.1|OXA-209 [Riemerella anatipestifer]	JF268688.1	blaOXA-209	NA	AEM66528.1
k141_958393_1 # 3 # 74 # -1 # ID=1879999_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.694	EJN1410585.1	gb|EJN1410585.1|OXA-1239 [Pseudomonas aeruginosa]	NA	NA	NA	NA
k141_2479222_1 # 1 # 282 # -1 # ID=1880033_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.259	CAA27733.1	gb|CAA27733.1|PC1 [Staphylococcus aureus]	X04121.1	NA	NA	CAA27733.1
k141_2479229_1 # 1 # 543 # 1 # ID=1880202_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.331	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1405683_1 # 1 # 75 # -1 # ID=1880746_1;partial=10;start_type=GTG;rbs_motif=GGGG;rbs_spacer=8bp;gc_cont=0.653	WP_109545061.1	gb|WP_109545061.1|CTX-M-209 [Klebsiella pneumoniae]	NG_057475.1	blaCTX-M	A7J11_05476	WP_109545061.1
k141_154406_2 # 132 # 335 # 1 # ID=1881103_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.495	CAD08929.1	gb|CAD08929.1|CTX-M-21 [Escherichia coli]	AJ416346.1	blaCTX-M-21	NA	CAD08929.1
k141_1853422_1 # 1 # 228 # 1 # ID=1882050_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.386	AAA98349.1	gb|AAA98349.1|vgbA [Staphylococcus aureus]	M20129.1	vgh	NA	AAA98349.1
k141_1405732_1 # 2 # 64 # -1 # ID=1882070_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.365	CAA27626.1	gb|CAA27626.1|EreB [Escherichia coli]	X03988.1	NA	NA	CAA27626.1
k141_1942073_1 # 558 # 629 # 1 # ID=1882665_1;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.389	ABV57756.3	gb|ABV57756.3|CTX-M-81 [Klebsiella pneumoniae]	EU136031.3	NA	NA	ABV57756.3
k141_3193019_1 # 1 # 111 # -1 # ID=1883017_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.432	WP_041884311.1	gb|WP_041884311.1|PLN-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_055471.1	blaPLN	A7J11_05110	WP_041884311.1
k141_512825_1 # 3 # 83 # -1 # ID=1883841_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.568	WP_063864600.1	gb|WP_063864600.1|RAHN-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBDJKL010000004.1	NA	ABE420_RS17485	WP_063864600.1
k141_3102175_1 # 2 # 262 # 1 # ID=1883991_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.425	AZK35804.1	gb|AZK35804.1|ADC-182 [Acinetobacter baumannii]	MK248722.1	blaADC	NA	AZK35804.1
k141_781082_2 # 291 # 383 # 1 # ID=1884623_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.548	WP_063864594.1	gb|WP_063864594.1|PER-5 [Providencia rettgeri]	NG_049964.1	blaPER	A7J11_02318	WP_063864594.1
k141_1584836_1 # 2 # 250 # 1 # ID=1889951_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.438	AJD07406.1	gb|AJD07406.1|OXA-411 [Acinetobacter baumannii]	KJ584920.1	NA	NA	AJD07406.1
k141_3012800_1 # 1 # 228 # 1 # ID=1889967_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	AAF86220.1	gb|AAF86220.1|vatE [Enterococcus faecium]	AF242872.1	vat(E)	NA	AAF86220.1
k141_333030_1 # 2 # 601 # -1 # ID=1893833_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2658133_1 # 3 # 68 # -1 # ID=1894118_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470	AWN09461.1	gb|AWN09461.1|PNGM-1 [uncultured bacterium]	MF445022.1	NA	NA	AWN09461.1
k141_2658154_1 # 306 # 371 # 1 # ID=1894818_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470	AWN09461.1	gb|AWN09461.1|PNGM-1 [uncultured bacterium]	MF445022.1	NA	NA	AWN09461.1
k141_1765121_2 # 255 # 353 # 1 # ID=1895524_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.354	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_869521_2 # 459 # 578 # 1 # ID=1895598_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.392	AGK07368.1	gb|AGK07368.1|OXA-253 [Acinetobacter baumannii]	KC479324.2	blaOXA-253	NA	AGK07368.1
k141_2835184_1 # 2 # 67 # -1 # ID=1896053_1;partial=10;start_type=ATG;rbs_motif=GGGGG;rbs_spacer=8bp;gc_cont=0.727	ALU64000.1	gb|ALU64000.1|VCC-1 [Vibrio cholerae]	KT818596.1	NA	NA	ALU64000.1
k141_869550_3 # 447 # 539 # 1 # ID=1896430_3;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.376	WP_204376238.1	gb|WP_204376238.1|OXA-948 [Acinetobacter pittii]	NG_073476.1	blaOXA	A7J11_07057	WP_204376238.1
k141_1765185_2 # 262 # 327 # 1 # ID=1896974_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.409	WP_109545106.1	gb|WP_109545106.1|OXA-606 [Campylobacter jejuni]	NG_057540.1	blaOXA	A7J11_05541	WP_109545106.1
k141_1585030_2 # 324 # 419 # 1 # ID=1897079_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.719	WP_063860895.1	gb|WP_063860895.1|OHIO-1 [Plasmid PDS075]	NG_049352.1	blaOHIO	A7J11_00580	WP_063860895.1
k141_2923159_2 # 260 # 319 # 1 # ID=1897734_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.417	XHO32909.1	gb|XHO32909.1|VEB-37 [Proteus mirabilis]	PQ394566.1	blaVEB	NA	XHO32909.1
k141_513320_1 # 2 # 109 # -1 # ID=1899453_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.241	AGK07369.1	gb|AGK07369.1|OXA-255 [Acinetobacter pittii]	KC479325.2	blaOXA-255	NA	AGK07369.1
k141_2479959_1 # 1 # 357 # 1 # ID=1899545_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_66487_2 # 235 # 426 # 1 # ID=1900304_2;partial=01;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.464	AGW16416.1	gb|AGW16416.1|OXA-334 [Acinetobacter johnsonii]	KF203108.1	blaOXA-334	NA	AGW16416.1
k141_1406434_1 # 2 # 475 # -1 # ID=1900533_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.641	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_2658380_2 # 164 # 280 # 1 # ID=1901438_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402	WP_150378267.1	gb|WP_150378267.1|tet(X5) [Acinetobacter pittii]	NZ_CP183892.1	NA	ACLKM6_RS14325	WP_150378267.1
k141_66546_1 # 1 # 99 # -1 # ID=1901622_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.677	AAA25680.1	gb|AAA25680.1|AAC(6')-IIb [Pseudomonas fluorescens]	L06163.1	aac(6')-IIb	NA	AAA25680.1
k141_1497565_2 # 397 # 465 # 1 # ID=1901907_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.493	AAC78336.1	gb|AAC78336.1|EreA2 [Providencia stuartii]	AF099140.1	ereA2	NA	AAC78336.1
k141_333349_1 # 2 # 64 # -1 # ID=1902817_1;partial=10;start_type=GTG;rbs_motif=GGGTG;rbs_spacer=5bp;gc_cont=0.524	AAM28884.1	gb|AAM28884.1|TEM-108 [Salmonella enterica subsp. enterica serovar Typhimurium]	AF506748.1	NA	NA	AAM28884.1
k141_2300596_1 # 85 # 231 # 1 # ID=1903349_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.503	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1229554_1 # 3 # 119 # -1 # ID=1905870_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.419	WP_164461288.1	gb|WP_164461288.1|CVI-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JAHWXW010000021.1	NA	KYS80_RS18030	WP_164461288.1
k141_3193830_1 # 1 # 210 # 1 # ID=1906505_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.471	WP_140423317.1	gb|WP_140423317.1|OXA-650 [Acinetobacter johnsonii]	NG_065435.1	blaOXA	A7J11_06268	WP_140423317.1
k141_1854357_1 # 2 # 106 # -1 # ID=1907383_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.533	WP_047706904.1	gb|WP_047706904.1|CARB-45 [Vibrio parahaemolyticus]	NZ_JAQBMP010000001.1	NA	O9J46_RS01595	WP_047706904.1
k141_2209946_2 # 249 # 335 # 1 # ID=1908355_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.368	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_1050250_2 # 581 # 673 # 1 # ID=1908421_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.495	CCP42991.1	gb|CCP42991.1|AAC(2')-Ic [Mycobacterium tuberculosis H37Rv]	AL123456.3	aac	Rv0262c	CCP42991.1
k141_1854413_1 # 3 # 71 # -1 # ID=1908760_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.464	AOQ26572.1	gb|AOQ26572.1|OXA-535 [Shewanella sp.]	KX828709.1	blaOXA	NA	AOQ26572.1
k141_1585423_1 # 3 # 119 # -1 # ID=1909549_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.667	WP_063864550.1	gb|WP_063864550.1|OXY-2-15 [Klebsiella oxytoca]	NG_049851.1	blaOXY	A7J11_03376	WP_063864550.1
k141_2210065_1 # 2 # 334 # 1 # ID=1911520_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_425029_1 # 1 # 87 # -1 # ID=1911912_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609	AAA16194.1	gb|AAA16194.1|AAC(3)-VIa [Enterobacter cloacae]	M88012.1	aac 3-VI	NA	AAA16194.1
k141_2122099_2 # 230 # 316 # 1 # ID=1913388_2;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.529	WMQ57530.1	gb|WMQ57530.1|OXA-1206 [Cupriavidus taiwanensis]	OR062596.1	blaOXA	NA	WMQ57530.1
k141_1673797_2 # 147 # 275 # 1 # ID=1913515_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.612	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1406885_1 # 3 # 152 # -1 # ID=1913697_1;partial=10;start_type=ATG;rbs_motif=AAAA;rbs_spacer=3bp;gc_cont=0.393	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3013659_1 # 2 # 97 # -1 # ID=1915079_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.635	AAP69225.1	gb|AAP69225.1|OXA-47 [Klebsiella pneumoniae]	AY237830.1	NA	NA	AAP69225.1
k141_782267_1 # 1 # 129 # -1 # ID=1915271_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	UIC40481.1	gb|UIC40481.1|OXA-1052 [Acinetobacter bereziniae]	OM105665.1	blaOXA	NA	UIC40481.1
k141_2835895_1 # 3 # 107 # -1 # ID=1916530_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.438	USH09258.1	gb|USH09258.1|FONA-9 [Serratia fonticola]	ON713461.1	blaFONA	NA	USH09258.1
k141_1765905_2 # 365 # 433 # 1 # ID=1917254_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.638	ACT97415.1	gb|ACT97415.1|CblA-1 [mixed culture bacterium AX_gF3SD01_15]	GQ343019.1	NA	NA	ACT97415.1
k141_1585691_1 # 2 # 397 # -1 # ID=1917978_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.503	AKR53961.1	gb|AKR53961.1|OXA-439 [Escherichia coli]	KP727573.1	OXA-439	NA	AKR53961.1
k141_2923839_1 # 1 # 207 # -1 # ID=1918836_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.696	AKD43328.1	gb|AKD43328.1|BKC-1 [Klebsiella pneumoniae]	KP689347.1	blaBKC-1	NA	AKD43328.1
k141_425337_2 # 397 # 471 # 1 # ID=1920362_2;partial=01;start_type=TTG;rbs_motif=GGCGG;rbs_spacer=10bp;gc_cont=0.653	WP_122630832.1	gb|WP_122630832.1|ALG6-1 [uncultured bacterium]	NG_062236.1	blaALG6	A7J11_05898	WP_122630832.1
k141_2301127_1 # 1 # 207 # -1 # ID=1920546_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.420	ULU82656.1	gb|ULU82656.1|OXA-1081 [Acinetobacter bereziniae]	OM638107.1	blaOXA	NA	ULU82656.1
k141_2836041_2 # 335 # 523 # 1 # ID=1921062_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.434	QUF57747.1	gb|QUF57747.1|SFDC-1 [Serratia fonticola]	MW896115.1	blaSFDC	NA	QUF57747.1
k141_3194588_1 # 1 # 948 # -1 # ID=1927632_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.480	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_156126_1 # 3 # 410 # 1 # ID=1928228_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.461	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2034033_1 # 2 # 157 # -1 # ID=1928405_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.340	CAA33795.1	gb|CAA33795.1|RCP-1 [Rhodobacter capsulatus]	X15791.1	NA	NA	CAA33795.1
k141_2569328_1 # 3 # 71 # -1 # ID=1930075_1;partial=10;start_type=ATG;rbs_motif=TTT;rbs_spacer=3bp;gc_cont=0.449	ACX70402.1	gb|ACX70402.1|OXA-143 [Acinetobacter baumannii]	GQ861437.1	bla-OXA-143	NA	ACX70402.1
k141_2836464_2 # 365 # 469 # 1 # ID=1932605_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.305	AEH41427.1	gb|AEH41427.1|IMP-27 [Proteus mirabilis]	JF894248.1	NA	NA	AEH41427.1
k141_1051026_1 # 2 # 91 # -1 # ID=1932807_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.244	WP_128268257.1	gb|WP_128268257.1|OXA-758 [Acinetobacter baumannii]	NZ_JAVLVZ010000001.1	NA	NA	NA
k141_1766447_1 # 277 # 384 # 1 # ID=1933287_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.463	AAB41059.1	gb|AAB41059.1|iri [Rhodococcus hoagii]	U56415.1	iri	NA	AAB41059.1
k141_2481275_2 # 569 # 640 # 1 # ID=1934240_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.292	ALU64000.1	gb|ALU64000.1|VCC-1 [Vibrio cholerae]	KT818596.1	NA	NA	ALU64000.1
k141_1318180_2 # 526 # 597 # 1 # ID=1935156_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	AAA98349.1	gb|AAA98349.1|vgbA [Staphylococcus aureus]	M20129.1	vgh	NA	AAA98349.1
k141_2034275_1 # 1 # 360 # 1 # ID=1935168_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.639	WP_063859570.1	gb|WP_063859570.1|CME-2 [Elizabethkingia meningoseptica]	NG_048765.1	blaCME	A7J11_01899	WP_063859570.1
k141_247621_2 # 338 # 397 # 1 # ID=1936578_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.633	APZ75411.1	gb|APZ75411.1|NDM-18 [Escherichia coli]	KY503030.1	blaNDM	NA	APZ75411.1
k141_156421_2 # 277 # 336 # 1 # ID=1937280_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.550	WP_136512092.1	gb|WP_136512092.1|OXA-801 [Acinetobacter pittii]	NG_064759.1	blaOXA	A7J11_06217	WP_136512092.1
k141_1230725_1 # 261 # 368 # 1 # ID=1938294_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.565	UVA78447.1	gb|UVA78447.1|OXA-1149 [Pandoraea commovens]	CP102780.1	blaOXA	NTU39_20675	UVA78447.1
k141_2390094_1 # 3 # 110 # -1 # ID=1938773_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.537	WP_122630833.1	gb|WP_122630833.1|ALG11-1 [uncultured bacterium]	NG_062237.1	blaALG11	A7J11_05899	WP_122630833.1
k141_1141313_1 # 2 # 139 # -1 # ID=1939132_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.493	BAA32494.1	gb|BAA32494.1|FomB [Streptomyces wedmorensis]	AB016934.1	fomB	NA	BAA32494.1
k141_426048_2 # 220 # 414 # 1 # ID=1941135_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.467	UNN26062.1	gb|UNN26062.1|OXA-1102 [Brachyspira pulli]	OM977011.1	blaOXA	NA	UNN26062.1
k141_2836798_2 # 144 # 485 # 1 # ID=1942042_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.301	CAA24743.1	gb|CAA24743.1|APH(4)-Ia [Escherichia coli]	V01499.1	NA	NA	CAA24743.1
k141_783275_1 # 1 # 282 # -1 # ID=1943448_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.475	AAU10334.1	gb|AAU10334.1|aad(6) [Streptococcus oralis]	AY712687.1	aad(6)	NA	AAU10334.1
k141_1766888_2 # 267 # 350 # 1 # ID=1943533_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393	AAG35607.1	gb|AAG35607.1|OXA-25 [Acinetobacter baumannii]	AF201826.1	bla-OXA25	NA	AAG35607.1
k141_514925_1 # 3 # 80 # -1 # ID=1943959_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.346	UVR94859.1	gb|UVR94859.1|MUN-6 [Parabacteroides distasonis]	CP103256.1	bla	NXX79_15780	UVR94859.1
k141_603926_2 # 391 # 453 # 1 # ID=1944612_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.365	WP_150823476.1	gb|WP_150823476.1|OXA-845 [Acinetobacter haemolyticus]	NG_066518.1	blaOXA	A7J11_06472	WP_150823476.1
k141_426247_1 # 292 # 372 # 1 # ID=1946666_1;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;gc_cont=0.420	CAA90891.1	gb|CAA90891.1|BRO-2 [Moraxella catarrhalis ATCC 43617]	Z54181.1	bla	NA	CAA90891.1
k141_1499135_3 # 2878 # 2988 # 1 # ID=1947636_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.405	AGU01679.2	gb|AGU01679.2|Rm3 [uncultured bacterium]	KF485393.2	NA	NA	AGU01679.2
k141_1408083_1 # 1 # 210 # 1 # ID=1948614_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.381	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1499199_1 # 232 # 306 # 1 # ID=1949447_1;partial=01;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.493	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_2390514_1 # 3 # 74 # -1 # ID=1949535_1;partial=10;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514	CAC17627.1	gb|CAC17627.1|OCH-7 [Brucella anthropi]	AJ295345.1	bla OCH-7	NA	CAC17627.1
k141_2570009_1 # 3 # 386 # 1 # ID=1949645_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.490	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2924919_1 # 2 # 262 # -1 # ID=1950489_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.605	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_1141887_3 # 530 # 691 # 1 # ID=1953714_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.506	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2837225_3 # 538 # 609 # 1 # ID=1954235_3;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.556	WP_072186106.1	gb|WP_072186106.1|RUB-1 [Serratia rubidaea]	NZ_CBIFXG010000009.1	NA	ACT15J_RS13950	WP_072186106.1
k141_1944462_1 # 2 # 307 # -1 # ID=1954945_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.425	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_515307_2 # 354 # 413 # 1 # ID=1955342_2;partial=01;start_type=GTG;rbs_motif=AAGAA;rbs_spacer=15bp;gc_cont=0.450	AKO62864.1	gb|AKO62864.1|CMY-127 [Citrobacter freundii]	KM985465.1	blaCMY-127	NA	AKO62864.1
k141_3104688_1 # 3 # 347 # -1 # ID=1956513_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.641	CAA68516.1	gb|CAA68516.1|APH(6)-Ia [Streptomyces griseus]	Y00459.1	aphD	NA	CAA68516.1
k141_3195482_2 # 401 # 499 # 1 # ID=1956600_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.283	QWA20191.1	gb|QWA20191.1|OXA-992 [Acinetobacter pittii]	MZ265744.1	blaOXA	NA	QWA20191.1
k141_2570333_2 # 153 # 377 # 1 # ID=1958344_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.280	UWS41116.1	gb|UWS41116.1|RAD-1 [Riemerella anatipestifer]	CP104076.1	blaRAD	N1F80_01035	UWS41116.1
k141_2482006_2 # 390 # 461 # 1 # ID=1958611_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639	CAA54273.1	gb|CAA54273.1|nimD [Bacteroides fragilis]	X76949.1	nimD	NA	CAA54273.1
