Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_1207207_1 # 2 # 163 # -1 # ID=4062062_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	UZQ18794.1	gb|UZQ18794.1|OXA-1175 [Pseudomonas aeruginosa]	OP806894.1	blaOXA	NA	UZQ18794.1
k141_4350749_2 # 142 # 219 # 1 # ID=4062859_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628	WP_156404649.1	gb|WP_156404649.1|CTX-M-143 [Escherichia coli]	NG_067138.1	blaCTX-M	A7J11_06591	WP_156404649.1
k141_1384912_1 # 3 # 146 # -1 # ID=4063732_1;partial=10;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.625	ARB93503.1	gb|ARB93503.1|tet(56) [Legionella longbeachae]	CP020412.2	NA	A6J40_15560	ARB93503.1
k141_861025_1 # 2 # 64 # -1 # ID=4064261_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.270	AAF94716.1	gb|AAF94716.1|Vibrio cholerae varG [Vibrio cholerae O1 biovar El Tor str. N16961]	AE003852.1	NA	VC_1562	AAF94716.1
k141_3128216_1 # 1 # 321 # -1 # ID=4064691_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.442	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_861070_1 # 1 # 405 # -1 # ID=4065558_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.635	CAP12354.2	gb|CAP12354.2|OKP-A-12 [Klebsiella pneumoniae]	AM850916.2	blaOKP-A	NA	CAP12354.2
k141_2953482_2 # 362 # 427 # 1 # ID=4066327_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.530	ADX95999.1	gb|ADX95999.1|FosB3 [Enterococcus faecium]	HQ219726.1	fosB	NA	ADX95999.1
k141_5400343_1 # 1 # 138 # -1 # ID=4066390_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.529	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_5400344_1 # 1 # 90 # -1 # ID=4066407_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.522	WP_204376237.1	gb|WP_204376237.1|OXA-947 [Acinetobacter lactucae]	NG_073475.1	blaOXA	A7J11_07056	WP_204376237.1
k141_4698743_1 # 2 # 871 # 1 # ID=4066946_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607	AAG12974.1	gb|AAG12974.1|FOX-5 [Klebsiella pneumoniae]	AY007369.1	NA	NA	AAG12974.1
k141_3824535_1 # 3 # 62 # -1 # ID=4067470_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.233	ACX71212.1	gb|ACX71212.1|IMI-3 [Enterobacter cloacae]	GU015024.1	blaIMI-3	NA	ACX71212.1
k141_3652359_1 # 2 # 262 # 1 # ID=4067759_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.287	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2953594_1 # 1 # 291 # -1 # ID=4068689_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.278	AUW34363.1	gb|AUW34363.1|RSC1-1 [uncultured bacterium]	MG739508.1	NA	NA	AUW34363.1
k141_2430892_2 # 722 # 808 # 1 # ID=4069733_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.264	CAA27733.1	gb|CAA27733.1|PC1 [Staphylococcus aureus]	X04121.1	NA	NA	CAA27733.1
k141_2781201_2 # 391 # 465 # 1 # ID=4070123_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373	ACZ65152.1	gb|ACZ65152.1|IND-8 [Chryseobacterium indologenes]	GU186044.1	blaIND-8	NA	ACZ65152.1
k141_683254_1 # 3 # 134 # -1 # ID=4071833_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.576	WP_007879679.1	gb|WP_007879679.1|OXA-919 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_CAXURC020000002.1	NA	NA	NA
k141_4172835_1 # 3 # 80 # -1 # ID=4072652_1;partial=10;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.564	AIY30331.1	gb|AIY30331.1|OXA-422 [Acinetobacter baumannii]	KM433671.1	bla-OXA-422	NA	AIY30331.1
k141_3128643_2 # 294 # 383 # 1 # ID=4074264_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.167	WP_025546314.1	gb|WP_025546314.1|CARB-31 [Vibrio parahaemolyticus]	NZ_JANFKV010000002.1	NA	NOK96_RS03995	WP_025546314.1
k141_5923504_1 # 1 # 63 # -1 # ID=4075513_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=13bp;gc_cont=0.349	BAA34540.1	gb|BAA34540.1|mphC [Staphylococcus aureus]	AB013298.1	NA	NA	BAA34540.1
k141_4351279_1 # 1 # 489 # -1 # ID=4075804_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.661	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_2953907_1 # 1 # 60 # -1 # ID=4076773_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.600	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_1207801_2 # 484 # 597 # 1 # ID=4078132_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.640	CAQ42480.1	gb|CAQ42480.1|CTX-M-77 [Kluyvera ascorbata]	AM982521.1	bla	NA	CAQ42480.1
k141_2953979_1 # 382 # 468 # 1 # ID=4078390_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=9bp;gc_cont=0.391	AJP77085.1	gb|AJP77085.1|ESP-1 [Chryseobacterium sp. Stok-2]	KP109681.1	blaESP-1	NA	AJP77085.1
k141_161080_2 # 523 # 831 # 1 # ID=4078990_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.676	WZW61255.1	gb|WZW61255.1|KPC-217 [Escherichia coli]	PP693362.1	blaKPC	NA	WZW61255.1
k141_3825134_1 # 3 # 215 # -1 # ID=4081595_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.638	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_5226014_2 # 190 # 384 # 1 # ID=4082221_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.626	WHL54874.1	gb|WHL54874.1|AMZ-1 [Achromobacter mucicolens]	OQ948417.1	blaAMZ	NA	WHL54874.1
k141_4351531_1 # 3 # 371 # -1 # ID=4082395_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.664	UXD71803.1	gb|UXD71803.1|EstT [Sphingobacterium faecium]	CP094932.1	estT	MUK51_21335	UXD71803.1
k141_1207981_2 # 165 # 269 # 1 # ID=4082494_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.571	AAL36430.1	gb|AAL36430.1|aadA10 [Pseudomonas aeruginosa]	U37105.2	aadA10	NA	AAL36430.1
k141_4875624_1 # 2 # 76 # -1 # ID=4084426_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.520	WEG43791.1	gb|WEG43791.1|OXA-1186 [Citrobacter freundii]	OQ442837.1	blaOXA	NA	WEG43791.1
k141_2257813_1 # 2 # 88 # -1 # ID=4086367_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.379	QWJ89342.1	gb|QWJ89342.1|B3SU2-1 [uncultured bacterium]	MZ126684.1	blaB3SU2	NA	QWJ89342.1
k141_1909981_1 # 1 # 393 # -1 # ID=4090267_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.539	WP_004384957.1	gb|WP_004384957.1|CSA-2 [Cronobacter sakazakii]	NZ_CM126250.1	NA	NA	NA
k141_3653279_1 # 1 # 306 # -1 # ID=4091053_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.379	BAP18892.1	gb|BAP18892.1|FosA4 [Escherichia coli]	AB908992.1	FosA4	NA	BAP18892.1
k141_339008_1 # 1 # 111 # -1 # ID=4091094_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.225	QWA20186.1	gb|QWA20186.1|OXA-987 [Acinetobacter oleivorans]	MZ265739.1	blaOXA	NA	QWA20186.1
k141_339019_1 # 1 # 111 # -1 # ID=4091278_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.225	QWA20186.1	gb|QWA20186.1|OXA-987 [Acinetobacter oleivorans]	MZ265739.1	blaOXA	NA	QWA20186.1
k141_4875938_1 # 2 # 76 # -1 # ID=4092944_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.360	CAA90891.1	gb|CAA90891.1|BRO-2 [Moraxella catarrhalis ATCC 43617]	Z54181.1	bla	NA	CAA90891.1
k141_4351992_1 # 1 # 210 # 1 # ID=4093592_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	XGB73482.1	gb|XGB73482.1|PDC-638 [Pseudomonas aeruginosa]	PQ203854.1	blaPDC	NA	XGB73482.1
k141_2083434_1 # 2 # 136 # -1 # ID=4093806_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.593	AAC78336.1	gb|AAC78336.1|EreA2 [Providencia stuartii]	AF099140.1	ereA2	NA	AAC78336.1
k141_2258152_1 # 1 # 63 # -1 # ID=4095507_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.683	UAX43328.1	gb|UAX43328.1|NDM-41 [Klebsiella pneumoniae]	MZ913436.1	blaNDM	KEJKBIPI_00005	UAX43328.1
k141_5575779_2 # 789 # 878 # 1 # ID=4095522_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_2602979_1 # 3 # 104 # -1 # ID=4096305_1;partial=10;start_type=TTG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.176	AAG29765.2	gb|AAG29765.2|IND-4 [Chryseobacterium indologenes]	AF219135.2	NA	NA	AAG29765.2
k141_2083677_1 # 194 # 553 # 1 # ID=4099772_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	QHR93773.1	gb|QHR93773.1|FosL1 [Escherichia coli]	MN464149.1	fosL1	NA	QHR93773.1
k141_1557277_1 # 2 # 229 # 1 # ID=4100532_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.452	AAB58555.1	gb|AAB58555.1|OXA-18 [Pseudomonas aeruginosa]	U85514.1	OXA-18	NA	AAB58555.1
k141_4001044_1 # 135 # 248 # 1 # ID=4100972_1;partial=01;start_type=ATG;rbs_motif=TTA;rbs_spacer=14bp;gc_cont=0.447	WP_063454569.1	gb|WP_063454569.1|OXA-498 [Acinetobacter johnsonii]	NG_068178.1	blaOXA	A7J11_06760	WP_063454569.1
k141_3129722_1 # 3 # 173 # -1 # ID=4101732_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.468	BDR24829.1	gb|BDR24829.1|GIM-3 [Serratia marcescens]	LC727552.1	blaGIM-like	NA	BDR24829.1
k141_5401639_1 # 1 # 447 # -1 # ID=4102176_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.689	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_1732998_3 # 703 # 840 # 1 # ID=4102951_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	ABG65740.1	gb|ABG65740.1|linG [Salmonella enterica subsp. enterica serovar Stanley]	DQ836009.1	linG	NA	ABG65740.1
k141_684457_1 # 1 # 111 # -1 # ID=4103224_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541	WP_122630833.1	gb|WP_122630833.1|ALG11-1 [uncultured bacterium]	NG_062237.1	blaALG11	A7J11_05899	WP_122630833.1
k141_2432207_2 # 704 # 835 # 1 # ID=4103610_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.508	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_2258478_3 # 594 # 677 # 1 # ID=4104751_3;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.310	WP_096807445.1	gb|WP_096807445.1|FOX-15 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_059334.1	blaFOX	A7J11_05729	WP_096807445.1
k141_2258604_1 # 1 # 210 # -1 # ID=4107436_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.343	AAC41391.1	gb|AAC41391.1|AAC(6')-Ih [Acinetobacter baumannii]	L29044.1	aac(6')-Ih	NA	AAC41391.1
k141_5048877_2 # 182 # 247 # 1 # ID=4107596_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.652	AAA21889.1	gb|AAA21889.1|AAC(6')-Ig [Acinetobacter haemolyticus]	L09246.1	aac(6')-Ig	NA	AAA21889.1
k141_5048882_2 # 136 # 201 # 1 # ID=4107666_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.652	AAA21889.1	gb|AAA21889.1|AAC(6')-Ig [Acinetobacter haemolyticus]	L09246.1	aac(6')-Ig	NA	AAA21889.1
k141_3129937_2 # 247 # 321 # 1 # ID=4107775_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587	XAJ73569.1	gb|XAJ73569.1|MIR-31 [Enterobacter roggenkampii]	PP740503.1	blaMIR	NA	XAJ73569.1
k141_2258631_1 # 3 # 131 # -1 # ID=4107944_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.488	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_339700_1 # 50 # 211 # 1 # ID=4108317_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.265	AJP77059.1	gb|AJP77059.1|PEDO-1 [Pedobacter sp. SI-33]	KP109677.1	blaPEDO-1	NA	AJP77059.1
k141_2432378_1 # 1 # 93 # -1 # ID=4108823_1;partial=10;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.333	CAC35728.1	gb|CAC35728.1|OXA-29 [Fluoribacter gormanii]	AJ400619.1	blaOXA-29	NA	CAC35728.1
k141_4876602_2 # 339 # 413 # 1 # ID=4110878_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613	ABW91178.1	gb|ABW91178.1|aadA13 [Pseudomonas aeruginosa]	EU182575.1	aadA13	NA	ABW91178.1
k141_2782740_2 # 363 # 482 # 1 # ID=4112117_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.675	APB03223.1	gb|APB03223.1|AAC(6')-34 [Paenibacillus sp. LC231]	KX531053.1	aac(6')-34	NA	APB03223.1
k141_6276913_2 # 177 # 365 # 1 # ID=4112908_2;partial=01;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.386	WQY95155.1	gb|WQY95155.1|KPC-206 [Enterobacter cloacae]	PP051499.1	blaKPC	NA	WQY95155.1
k141_4001520_1 # 3 # 215 # -1 # ID=4113391_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.629	AAD03490.1	gb|AAD03490.1|AAC(6')-Ir [Acinetobacter colistiniresistens]	AF031326.1	NA	NA	AAD03490.1
k141_5402133_1 # 395 # 793 # 1 # ID=4114159_1;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.604	BAN78519.1	gb|BAN78519.1|AAC(6')-I-48 [Pseudomonas aeruginosa]	AB472901.2	aac(6')	NA	BAN78519.1
k141_5227307_1 # 2 # 364 # -1 # ID=4114891_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.636	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_684946_2 # 432 # 683 # 1 # ID=4115161_2;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.417	ADX95999.1	gb|ADX95999.1|FosB3 [Enterococcus faecium]	HQ219726.1	fosB	NA	ADX95999.1
k141_2258921_2 # 120 # 218 # 1 # ID=4116259_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.717	CAA06311.1	gb|CAA06311.1|CTX-M-6 [Salmonella enterica subsp. enterica serovar Typhimurium]	AJ005044.1	NA	NA	CAA06311.1
k141_340117_1 # 1 # 318 # -1 # ID=4118743_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.629	AAK14791.1	gb|AAK14791.1|NPS-1 [Pseudomonas aeruginosa]	AY027589.1	NA	NA	AAK14791.1
k141_1386960_1 # 1 # 360 # 1 # ID=4119777_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	BFF41853.1	gb|BFF41853.1|PNC-2 [Pandoraea sputorum]	LC797991.1	blaPNC-2	NA	BFF41853.1
k141_863338_2 # 230 # 334 # 1 # ID=4119940_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.190	AAG29765.2	gb|AAG29765.2|IND-4 [Chryseobacterium indologenes]	AF219135.2	NA	NA	AAG29765.2
k141_5924995_2 # 406 # 480 # 1 # ID=4120119_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.413	BAQ22139.1	gb|BAQ22139.1|TLA-3 [Serratia marcescens]	AP014611.1	NA	NA	BAQ22139.1
k141_2433025_2 # 357 # 434 # 1 # ID=4124426_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.449	AAD37403.1	gb|AAD37403.1|TLA-1 [Escherichia coli]	AF148067.1	tla-1	NA	AAD37403.1
k141_2433050_1 # 3 # 446 # 1 # ID=4124952_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.455	AHA11126.1	gb|AHA11126.1|OXA-363 [Acinetobacter lwoffii]	KF460533.1	blaOXA-363	NA	AHA11126.1
k141_3475074_2 # 343 # 423 # 1 # ID=4125305_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.432	BAO79518.1	gb|BAO79518.1|FosK [Acinetobacter soli]	AB917040.2	FosK	NA	BAO79518.1
k141_511185_2 # 449 # 523 # 1 # ID=4127614_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.493	AAA83417.1	gb|AAA83417.1|OXA-12 [Aeromonas sobria]	U10251.1	NA	NA	AAA83417.1
k141_4525026_2 # 246 # 335 # 1 # ID=4127719_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.500	WP_099337823.1	gb|WP_099337823.1|OXA-568 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_055785.1	blaOXA	A7J11_05225	WP_099337823.1
k141_1039322_1 # 123 # 248 # 1 # ID=4129034_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.659	EKU39511.1	gb|EKU39511.1|OXA-1189 [Acinetobacter sp.]	AMSS01000032.1	NA	ACINWC141_1740	EKU39511.1
k141_163257_1 # 2 # 145 # -1 # ID=4129873_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.472	WP_116786836.1	gb|WP_116786836.1|OXA-730 [Acinetobacter calcoaceticus]	NG_061623.1	blaOXA	A7J11_05853	WP_116786836.1
k141_4701161_1 # 2 # 205 # 1 # ID=4130066_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	CAA71441.1	gb|CAA71441.1|imiS [Aeromonas veronii]	Y10415.1	imiS	NA	CAA71441.1
k141_863816_2 # 585 # 686 # 1 # ID=4131210_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.392	AAG36927.1	gb|AAG36927.1|DHA-2 [Klebsiella pneumoniae]	AF259520.1	bla	NA	AAG36927.1
k141_5049858_1 # 3 # 71 # -1 # ID=4133230_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.319	AAB63533.1	gb|AAB63533.1|AAC(6')-Ii [Enterococcus faecium]	L12710.1	aac(6')-Ii	NA	AAB63533.1
k141_1558576_1 # 1 # 105 # -1 # ID=4133991_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.505	BAP34782.1	gb|BAP34782.1|CTX-M-151 [Salmonella enterica]	AB916359.1	blaCTX-M151	NA	BAP34782.1
k141_163421_1 # 367 # 483 # 1 # ID=4134178_1;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.573	CAA90432.1	gb|CAA90432.1|fusH [Streptomyces lividans]	Z50108.1	fusH	NA	CAA90432.1
k141_163436_2 # 210 # 284 # 1 # ID=4134541_2;partial=01;start_type=TTG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.253	CBH19182.1	gb|CBH19182.1|CMY-46 [Escherichia coli]	FN556186.1	blaCMY-46	NA	CBH19182.1
k141_4353697_1 # 1 # 159 # -1 # ID=4134666_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=15bp;gc_cont=0.390	WP_109545042.1	gb|WP_109545042.1|ORR-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBQTPF010000002.1	NA	ACT4R9_RS01650	WP_109545042.1
k141_5228128_1 # 326 # 559 # 1 # ID=4134897_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.440	ADD80743.1	gb|ADD80743.1|PER-6 [Aeromonas allosaccharophila]	GQ396303.1	blaPER-6	NA	ADD80743.1
k141_163457_1 # 332 # 448 # 1 # ID=4135050_1;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.573	CAA90432.1	gb|CAA90432.1|fusH [Streptomyces lividans]	Z50108.1	fusH	NA	CAA90432.1
k141_2956235_1 # 3 # 98 # -1 # ID=4135185_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.646	AFQ23955.1	gb|AFQ23955.1|SHV-149 [Klebsiella pneumoniae]	JX121116.1	blaSHV-149	NA	AFQ23955.1
k141_2783620_1 # 3 # 233 # -1 # ID=4136436_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519	BES62776.2	gb|BES62776.2|DYB-1 [Dysgonomonas capnocytophagoides]	AP028867.1	bla2	DCPSUM001_30200	BES62776.2
k141_2604742_1 # 3 # 395 # -1 # ID=4139079_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2259732_1 # 1 # 84 # -1 # ID=4139613_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.464	CAL25116.3	gb|CAL25116.3|ADC-8 [Acinetobacter baylyi ADP1]	AM293332.3	adc-8	NA	CAL25116.3
k141_2085177_1 # 2 # 67 # -1 # ID=4141674_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.303	QVO43836.1	gb|QVO43836.1|OXA-962 [Shewanella indica]	MZ092829.1	blaOXA	NA	QVO43836.1
k141_511706_1 # 2 # 130 # -1 # ID=4142255_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.729	QYH55596.1	gb|QYH55596.1|OXA-1024 [Pseudomonas aeruginosa]	MZ672123.1	blaOXA	NA	QYH55596.1
k141_511714_1 # 17 # 205 # 1 # ID=4142564_1;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.587	AAK55330.1	gb|AAK55330.1|OXA-118 [Burkholderia cepacia]	AF371964.1	NA	NA	AAK55330.1
k141_2604907_1 # 2 # 130 # -1 # ID=4142833_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.605	WP_140423316.1	gb|WP_140423316.1|OXA-648 [Acinetobacter lwoffii]	NG_065434.1	blaOXA	A7J11_06267	WP_140423316.1
k141_163793_1 # 1 # 138 # -1 # ID=4143142_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.696	WP_148044424.1	gb|WP_148044424.1|PAU-1 [Pseudomonas aeruginosa]	NZ_JBHOAB010000072.1	NA	ACKKG0_RS33060	WP_148044424.1
k141_6278001_2 # 181 # 303 # 1 # ID=4143360_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.431	ABA70720.1	gb|ABA70720.1|YRC-1 [Yersinia ruckeri]	DQ185144.1	ampC	NA	ABA70720.1
k141_1210436_1 # 3 # 71 # -1 # ID=4143510_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.304	AGW16406.1	gb|AGW16406.1|OXA-324 [Acinetobacter calcoaceticus]	KF203098.1	blaOXA-324	NA	AGW16406.1
k141_3131298_1 # 1 # 75 # -1 # ID=4145295_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.653	WP_178317675.1	gb|WP_178317675.1|OXA-900 [Citrobacter freundii]	NG_070745.1	blaOXA	A7J11_06893	WP_178317675.1
