user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.182	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.65	11	0.9265	N/A
binning_output.183	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.7	0.469	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.67, 0.389	31.74	11	1.0	Genome has more than 24.2% of markers with multiple hits
binning_output.184	d__Bacteria;p__Fusobacteriota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fusobacteriota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	18.49	11	0.35932	Genome has more than 15.8% of markers with multiple hits
binning_output.185	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.17	11	0.97767	N/A
binning_output.186	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.58	11	0.76145	Genome has more than 20.8% of markers with multiple hits
binning_output.187	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantibacter;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	23.22	11	0.95649	Genome has more than 15.0% of markers with multiple hits
binning_output.188	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	18.35	11	0.39125	Genome has more than 39.2% of markers with multiple hits
binning_output.189	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.3%)
binning_output.190	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__SAT41;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__SAT41;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.52	11	0.78628	N/A
binning_output.191	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.1%)
binning_output.192	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017997335.1, s__Flavobacterium sp017997335, 95.0, 98.91, 0.299; GCF_902506345.1, s__Flavobacterium sp902506345, 95.0, 94.62, 0.286; GCF_027531905.1, s__Flavobacterium sp027531905, 95.0, 91.05, 0.208; GCF_001662485.1, s__Flavobacterium succinicans_A, 95.0, 90.51, 0.171	19.48	11	0.98061	N/A
binning_output.193	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	GCF_004341385.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	98.38	0.806	GCF_004341385.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis	98.38	0.806	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	53.07	11	N/A	N/A
binning_output.194	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	16.35	11	0.99457	Genome has more than 10.8% of markers with multiple hits
binning_output.195	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Proteocatella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Proteocatella;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	26.91	11	0.89663	N/A
binning_output.196	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.78	11	0.9349	Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal)
binning_output.197	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.38	11	0.82295	Genome has more than 29.2% of markers with multiple hits
binning_output.198	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp002452425	GCA_002452425.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp002452425	97.79	0.635	GCA_002452425.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp002452425	97.79	0.635	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030247515.1, s__Sulfurimonas sp030247515, 95.0, 89.67, 0.293; GCF_028694605.1, s__Sulfurimonas sp028694605, 95.0, 88.52, 0.242	31.22	11	N/A	Genome has more than 33.3% of markers with multiple hits
binning_output.199	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001314995.1, s__Bacteroides ovatus, 95.19, 97.73, 0.296; GCF_958387885.1, s__Bacteroides sp019412865, 95.0, 95.76, 0.236; GCA_948436425.1, s__Bacteroides sp948436425, 95.0, 94.66, 0.193; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 94.5, 0.244; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 94.06, 0.218; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 92.92, 0.211; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 92.4, 0.215	19.09	11	0.92751	Genome has more than 13.3% of markers with multiple hits
binning_output.200	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	GCA_000434475.1	95.52	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	97.67	0.577	GCA_021633965.1	95.35	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp021633965	96.91	0.59	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	N/A	GCF_007164725.1, s__Dialister hominis, 95.0, 99.36, 0.397; GCA_022743185.1, s__Dialister sp022722495, 95.0, 97.32, 0.57; GCA_934193095.1, s__Dialister sp934193095, 95.0, 96.05, 0.528; GCA_025992895.1, s__Dialister sp025992895, 95.0, 95.31, 0.354; GCA_900543455.1, s__Dialister sp900543455, 95.0, 94.77, 0.477; GCA_900543165.1, s__Dialister sp900543165, 95.0, 94.53, 0.501; GCA_934178345.1, s__Dialister sp934178345, 95.0, 93.68, 0.447	37.99	11	N/A	Genome has more than 41.7% of markers with multiple hits
binning_output.201	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_017995515.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio sp017995515	97.4	0.486	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017990155.1, s__Propionivibrio sp017990155, 95.0, 90.79, 0.182	27.33	11	0.96854	Genome has more than 35.0% of markers with multiple hits
binning_output.202	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JAFZMK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JAFZMK01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.6	11	0.8799	N/A
binning_output.203	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	29.04	11	0.8823	Genome has more than 40.0% of markers with multiple hits
binning_output.204	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_900759525.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900759525	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025147325.1, s__Bacteroides stercoris, 95.0, 98.5, 0.182; GCF_001314995.1, s__Bacteroides ovatus, 95.19, 97.01, 0.221; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 96.29, 0.158; GCF_958387885.1, s__Bacteroides sp019412865, 95.0, 95.2, 0.224; GCA_948436425.1, s__Bacteroides sp948436425, 95.0, 95.13, 0.195; GCF_002222615.2, s__Bacteroides caccae, 95.0, 94.73, 0.175; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 94.61, 0.206; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 92.63, 0.183; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 92.63, 0.182; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 92.05, 0.162	23.77	11	0.99315	Genome has more than 36.7% of markers with multiple hits
binning_output.205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	25.92	11	0.80653	Genome has more than 18.3% of markers with multiple hits
binning_output.206	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.28	11	0.96742	Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal);backbone tree has incongruent class classification
binning_output.207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.82	11	0.80629	N/A
binning_output.208	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021206415.1, s__Sulfurospirillum sp021206415, 95.0, 98.32, 0.208; GCA_018058685.1, s__Sulfurospirillum sp018058685, 95.0, 95.29, 0.242	33.17	11	0.96529	Genome has more than 20.8% of markers with multiple hits
binning_output.209	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003024525.3, s__Acinetobacter cumulans, 95.0, 97.74, 0.272; GCF_000368785.1, s__Acinetobacter towneri, 95.0, 97.25, 0.286; GCF_000367925.1, s__Acinetobacter bohemicus, 95.0, 94.61, 0.154; GCF_002296655.1, s__Acinetobacter sp002296655, 95.0, 94.4, 0.242; GCF_001758345.1, s__Acinetobacter towneri_A, 95.0, 93.81, 0.244; GCF_003664645.1, s__Acinetobacter chengduensis, 95.0, 91.13, 0.177	15.79	11	0.98914	Genome has more than 16.7% of markers with multiple hits
binning_output.210	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	12.43	11	0.82916	Genome has more than 19.2% of markers with multiple hits
binning_output.211	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	28.58	11	0.84587	Genome has more than 17.5% of markers with multiple hits
binning_output.212	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
binning_output.213	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.68	11	0.98669	Genome has more than 31.7% of markers with multiple hits
binning_output.214	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
binning_output.215	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.4%)
binning_output.216	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
binning_output.217	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.07	11	0.9803	Genome has more than 22.5% of markers with multiple hits
binning_output.218	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.86	11	0.81481	Genome has more than 17.5% of markers with multiple hits
binning_output.219	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.16	11	0.98321	Genome has more than 17.5% of markers with multiple hits
binning_output.220	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.76	11	0.99479	Genome has more than 10.8% of markers with multiple hits
binning_output.221	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.8%)
binning_output.222	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGPKJ01;s__JAGPKJ01 sp018053995	GCA_018053995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGPKJ01;s__JAGPKJ01 sp018053995	99.63	0.665	GCA_018053995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGPKJ01;s__JAGPKJ01 sp018053995	99.63	0.665	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	30.69	11	N/A	Genome has more than 48.3% of markers with multiple hits
binning_output.223	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.7%)
binning_output.224	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAOADN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAOADN01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	30.96	11	0.95712	Genome has more than 20.0% of markers with multiple hits
binning_output.225	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_017995515.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio sp017995515	97.96	0.39	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017990155.1, s__Propionivibrio sp017990155, 95.0, 96.44, 0.166	17.99	11	0.98158	N/A
binning_output.226	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.7%)
binning_output.227	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003024525.3, s__Acinetobacter cumulans, 95.0, 97.39, 0.243; GCF_000367925.1, s__Acinetobacter bohemicus, 95.0, 95.76, 0.157; GCF_003664645.1, s__Acinetobacter chengduensis, 95.0, 90.62, 0.158	28.98	11	0.98603	Genome has more than 13.3% of markers with multiple hits
binning_output.228	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	21.67	11	0.98011	Genome has more than 18.3% of markers with multiple hits
binning_output.229	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
binning_output.231	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.85	11	0.87906	N/A
binning_output.232	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555	GCA_000435555.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555	98.32	0.649	GCA_002438575.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp002438575	94.5	0.514	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	N/A	GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 89.88, 0.241; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 89.87, 0.241; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 89.48, 0.214; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 88.89, 0.168	32.53	11	N/A	Genome has more than 39.2% of markers with multiple hits
binning_output.233	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_016110345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__Fluviibacter phosphoraccumulans	97.94	0.258	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	24.97	11	0.99999	Genome has more than 17.5% of markers with multiple hits
